Data;tipoOperazione(pubblicazione);idAnnuncio;idAbitazione;M2;prezzoM2Proposto
2010_06_30;pubblicazione;1093;DNER;200;8568
2010_06_30;pubblicazione;1354;AGQR;300;9728
2010_06_30;pubblicazione;1728;DGTN;100;7296
2010_06_30;rimozione;487
2010_06_30;rimozione;535
2010_06_30;rimozione;1361
2010_06_30;rimozione;1595
2010_06_30;rimozione;1835
2010_06_30;rimozione;1932
2010_07_01;catasto;4841;ELHQ;90;1694
2010_07_01;catasto;8981;FUQI;200;7797
2010_07_01;catasto;9211;EPRF;300;9939
2010_07_01;pubblicazione;536;GCWH;180;6488
2010_07_01;pubblicazione;1045;EGGO;150;8161
2010_07_01;pubblicazione;1631;EIQX;300;2946
2010_07_01;pubblicazione;1742;FLDE;120;4520
2010_07_01;rimozione;383
2010_07_01;rimozione;454
2010_07_01;rimozione;593
2010_07_01;rimozione;1144
2010_07_01;rimozione;1765
2010_07_01;rimozione;1978
2010_07_02;catasto;262;FQHH;150;6408
2010_07_02;catasto;6186;EWWN;300;3858
2010_07_02;catasto;7900;FGXR;300;2729
2010_07_02;pubblicazione;16;FUYY;50;9079
2010_07_02;pubblicazione;494;FOYH;50;6042
2010_07_02;pubblicazione;894;DPSX;200;7540
2010_07_02;pubblicazione;1370;AUCN;150;6783
2010_07_02;pubblicazione;1427;BODM;100;3390
2010_07_02;pubblicazione;1653;BXYU;180;1844
2010_07_02;pubblicazione;1751;ECVU;50;8855
2010_07_02;pubblicazione;1801;CYNY;100;4985
2010_07_02;rimozione;152
2010_07_02;rimozione;449
2010_07_02;rimozione;758
2010_07_02;rimozione;1142
2010_07_02;rimozione;1159
2010_07_02;rimozione;1246
2010_07_02;rimozione;1821
2010_07_02;rimozione;1892
2010_07_03;catasto;1123;FHUM;90;1468
2010_07_03;catasto;4468;AGXH;200;4204
2010_07_03;catasto;9111;GAVF;50;8968
2010_07_03;pubblicazione;178;CDII;100;8824
2010_07_03;pubblicazione;799;APWU;120;4027
2010_07_03;pubblicazione;1060;CLAQ;100;2296
2010_07_03;pubblicazione;1176;DUDN;180;9360
2010_07_03;pubblicazione;1549;EBCK;300;8237
2010_07_03;rimozione;887
2010_07_03;rimozione;949
2010_07_03;rimozione;1484
2010_07_03;rimozione;1613
2010_07_03;rimozione;1858
2010_07_04;catasto;1893;GATD;100;4921
2010_07_04;catasto;6163;BDDJ;90;7247
2010_07_04;pubblicazione;231;DQOX;90;7634
2010_07_04;pubblicazione;299;EEHJ;50;5867
2010_07_04;pubblicazione;555;AAHV;120;9979
2010_07_04;pubblicazione;830;DMWT;150;8175
2010_07_04;pubblicazione;1131;FQNT;180;8171
2010_07_04;rimozione;119
2010_07_04;rimozione;301
2010_07_04;rimozione;536
2010_07_04;rimozione;811
2010_07_04;rimozione;847
2010_07_04;rimozione;912
2010_07_04;rimozione;1264
2010_07_04;rimozione;1392
2010_07_04;rimozione;1809
2010_07_04;rimozione;1951
2010_07_05;catasto;883;GDLB;50;6027
2010_07_05;catasto;1808;AMUX;90;5479
2010_07_05;catasto;3861;BFAD;50;7487
2010_07_05;catasto;3977;GAKA;90;2147
2010_07_05;catasto;6565;EIQK;200;5907
2010_07_05;catasto;9716;EPMF;300;8671
2010_07_05;pubblicazione;130;DPAJ;200;7055
2010_07_05;pubblicazione;307;EQNW;300;9430
2010_07_05;pubblicazione;878;BYJV;120;7887
2010_07_05;pubblicazione;908;AMOP;180;2256
2010_07_05;pubblicazione;925;EOUY;50;9767
2010_07_05;pubblicazione;1032;DAJF;90;1572
2010_07_05;pubblicazione;1109;CSPH;150;7217
2010_07_05;pubblicazione;1516;AVNE;300;4445
2010_07_05;rimozione;63
2010_07_05;rimozione;514
2010_07_05;rimozione;806
2010_07_05;rimozione;895
2010_07_05;rimozione;1170
2010_07_05;rimozione;1713
2010_07_05;rimozione;1882
2010_07_06;catasto;5923;BODY;50;5673
2010_07_06;pubblicazione;241;CXVD;200;2636
2010_07_06;pubblicazione;266;FVAJ;100;5646
2010_07_06;pubblicazione;320;EEIY;300;4072
2010_07_06;pubblicazione;385;AXXR;200;2294
2010_07_06;pubblicazione;658;DDUN;50;6060
2010_07_06;pubblicazione;892;FJQB;90;8140
2010_07_06;pubblicazione;958;FCLR;90;2965
2010_07_06;pubblicazione;1067;DTLS;200;1690
2010_07_06;pubblicazione;1274;DMSW;200;1613
2010_07_06;rimozione;58
2010_07_06;rimozione;277
2010_07_06;rimozione;486
2010_07_06;rimozione;785
2010_07_06;rimozione;870
2010_07_06;rimozione;929
2010_07_06;rimozione;1084
2010_07_07;catasto;2907;EDXN;100;4258
2010_07_07;catasto;7364;CNEC;180;10662
2010_07_07;catasto;7667;EFBI;120;5768
2010_07_07;catasto;8197;BVPR;100;8989
2010_07_07;pubblicazione;23;CTSL;120;1736
2010_07_07;pubblicazione;354;GGLB;180;3022
2010_07_07;pubblicazione;409;EBEL;150;7878
2010_07_07;rimozione;92
2010_07_07;rimozione;260
2010_07_07;rimozione;318
2010_07_07;rimozione;324
2010_07_07;rimozione;578
2010_07_07;rimozione;910
2010_07_07;rimozione;1422
2010_07_07;rimozione;1431
2010_07_07;rimozione;1469
2010_07_07;rimozione;1631
2010_07_07;rimozione;1792
2010_07_08;catasto;801;CVIM;200;1610
2010_07_08;pubblicazione;378;EEGO;50;3618
2010_07_08;pubblicazione;661;CBWC;200;7149
2010_07_08;pubblicazione;950;EDAP;180;3450
2010_07_08;pubblicazione;1878;FQLG;300;1260
2010_07_08;rimozione;222
2010_07_08;rimozione;461
2010_07_08;rimozione;591
2010_07_08;rimozione;881
2010_07_08;rimozione;1217
2010_07_08;rimozione;1230
2010_07_08;rimozione;1512
2010_07_08;rimozione;1590
2010_07_09;catasto;1968;CKWD;50;4958
2010_07_09;catasto;6610;BKTM;120;7906
2010_07_09;catasto;7883;DAXP;50;1984
2010_07_09;pubblicazione;920;EEDS;180;1545
2010_07_09;pubblicazione;1225;CXAN;150;7473
2010_07_09;rimozione;292
2010_07_09;rimozione;310
2010_07_09;rimozione;661
2010_07_09;rimozione;1022
2010_07_09;rimozione;1198
2010_07_09;rimozione;1237
2010_07_09;rimozione;1521
2010_07_09;rimozione;1616
2010_07_09;rimozione;1661
2010_07_10;catasto;1005;EURK;100;5357
2010_07_10;catasto;1555;CJWA;150;11175
2010_07_10;catasto;2673;FCXH;180;5547
2010_07_10;catasto;4722;GCUU;90;5966
2010_07_10;catasto;8677;BQGI;50;2299
2010_07_10;pubblicazione;173;AOJP;90;7418
2010_07_10;pubblicazione;1312;EFST;50;8788
2010_07_10;rimozione;34
2010_07_10;rimozione;355
2010_07_10;rimozione;409
2010_07_10;rimozione;664
2010_07_10;rimozione;854
2010_07_10;rimozione;913
2010_07_10;rimozione;1181
2010_07_10;rimozione;1663
2010_07_10;rimozione;1801
2010_07_11;catasto;579;FTYB;100;4617
2010_07_11;catasto;2721;ATJD;200;6781
2010_07_11;catasto;3245;CPUY;150;1259
2010_07_11;catasto;3465;DMHG;120;8363
2010_07_11;catasto;3688;EHFA;50;8542
2010_07_11;catasto;4387;BKCL;90;1455
2010_07_11;pubblicazione;445;AFWF;200;4098
2010_07_11;pubblicazione;1082;CVMX;180;4108
2010_07_11;pubblicazione;1247;AYAE;100;1117
2010_07_11;rimozione;217
2010_07_11;rimozione;503
2010_07_11;rimozione;816
2010_07_11;rimozione;911
2010_07_11;rimozione;1071
2010_07_11;rimozione;1341
2010_07_11;rimozione;1416
2010_07_11;rimozione;1496
2010_07_11;rimozione;1928
2010_07_12;catasto;2287;FLBM;150;1942
2010_07_12;catasto;3341;FGOY;200;8621
2010_07_12;catasto;5526;CASV;180;4806
2010_07_12;catasto;6754;GHUN;90;8493
2010_07_12;catasto;8127;EJOW;300;3045
2010_07_12;catasto;9678;CDNB;120;9640
2010_07_12;pubblicazione;0;CKMF;200;3436
2010_07_12;pubblicazione;571;CTOD;90;4974
2010_07_12;pubblicazione;695;EKCJ;180;8903
2010_07_12;pubblicazione;1001;APMD;120;7679
2010_07_12;pubblicazione;1191;AEFP;150;6916
2010_07_12;pubblicazione;1574;ESBC;150;1315
2010_07_12;rimozione;252
2010_07_12;rimozione;627
2010_07_12;rimozione;646
2010_07_12;rimozione;779
2010_07_12;rimozione;850
2010_07_12;rimozione;920
2010_07_12;rimozione;1024
2010_07_12;rimozione;1072
2010_07_12;rimozione;1115
2010_07_12;rimozione;1121
2010_07_12;rimozione;1149
2010_07_12;rimozione;1927
2010_07_12;rimozione;1931
2010_07_13;catasto;2573;DUNR;200;9051
2010_07_13;catasto;4602;ADGG;90;10914
2010_07_13;catasto;5943;BOAQ;200;8778
2010_07_13;catasto;7767;FWMV;300;5714
2010_07_13;pubblicazione;177;COBK;50;4599
2010_07_13;pubblicazione;1070;DILD;150;3941
2010_07_13;pubblicazione;1785;ABID;150;4020
2010_07_13;rimozione;278
2010_07_13;rimozione;294
2010_07_13;rimozione;560
2010_07_13;rimozione;673
2010_07_13;rimozione;909
2010_07_13;rimozione;1247
2010_07_13;rimozione;1348
2010_07_13;rimozione;1534
2010_07_14;catasto;102;EVKP;300;3823
2010_07_14;catasto;939;CEKM;200;1591
2010_07_14;catasto;3067;DCIM;300;1655
2010_07_14;catasto;3594;CFUJ;100;1898
2010_07_14;catasto;6913;AREE;50;1659
2010_07_14;catasto;7039;ELWW;120;2534
2010_07_14;catasto;9807;AEHU;90;1356
2010_07_14;pubblicazione;93;AKXP;150;9703
2010_07_14;pubblicazione;858;FQAI;100;5907
2010_07_14;rimozione;30
2010_07_14;rimozione;250
2010_07_14;rimozione;253
2010_07_14;rimozione;395
2010_07_14;rimozione;749
2010_07_14;rimozione;839
2010_07_14;rimozione;1632
2010_07_14;rimozione;1724
2010_07_14;rimozione;1918
2010_07_15;catasto;122;DQAA;100;5942
2010_07_15;catasto;3002;EMWA;300;4715
2010_07_15;catasto;3234;GJLS;90;8696
2010_07_15;catasto;4271;GJXH;200;3550
2010_07_15;pubblicazione;329;BMDD;300;6486
2010_07_15;pubblicazione;648;FIMY;300;5423
2010_07_15;pubblicazione;1011;EJSI;200;1523
2010_07_15;pubblicazione;1162;ECDN;50;7228
2010_07_15;pubblicazione;1515;DRJH;150;5892
2010_07_15;rimozione;261
2010_07_15;rimozione;965
2010_07_15;rimozione;1180
2010_07_15;rimozione;1451
2010_07_15;rimozione;1494
2010_07_16;catasto;1725;CPQP;180;9385
2010_07_16;catasto;2913;FIGA;200;5097
2010_07_16;catasto;3802;CAOI;180;2304
2010_07_16;catasto;3923;ASOK;100;6762
2010_07_16;catasto;7647;ABAR;150;3066
2010_07_16;pubblicazione;182;FKPD;90;1676
2010_07_16;pubblicazione;757;CUIM;100;4811
2010_07_16;pubblicazione;1337;CUSG;180;1903
2010_07_16;pubblicazione;1781;EMDS;150;8494
2010_07_16;rimozione;75
2010_07_16;rimozione;610
2010_07_16;rimozione;717
2010_07_16;rimozione;732
2010_07_16;rimozione;1083
2010_07_16;rimozione;1511
2010_07_16;rimozione;1751
2010_07_16;rimozione;1979
2010_07_17;catasto;1424;FILM;120;5764
2010_07_17;catasto;4825;FXTM;150;5649
2010_07_17;catasto;4949;FQYO;200;9875
2010_07_17;catasto;5228;EXCG;150;10530
2010_07_17;pubblicazione;544;BCXD;100;5950
2010_07_17;pubblicazione;772;DEHY;300;5005
2010_07_17;pubblicazione;809;FKWJ;300;1872
2010_07_17;pubblicazione;874;FWIT;200;5240
2010_07_17;pubblicazione;1670;EPDO;90;5957
2010_07_17;rimozione;4
2010_07_17;rimozione;194
2010_07_17;rimozione;815
2010_07_17;rimozione;1110
2010_07_17;rimozione;1270
2010_07_17;rimozione;1607
2010_07_18;catasto;6524;DHIC;180;1243
2010_07_18;catasto;8659;BMSM;90;1130
2010_07_18;catasto;9318;FGMM;200;4771
2010_07_18;pubblicazione;56;DFMQ;150;3136
2010_07_18;pubblicazione;428;DSNJ;300;7288
2010_07_18;rimozione;8
2010_07_18;rimozione;200
2010_07_18;rimozione;819
2010_07_18;rimozione;892
2010_07_18;rimozione;899
2010_07_18;rimozione;1008
2010_07_18;rimozione;1269
2010_07_18;rimozione;1830
2010_07_19;catasto;287;EGEO;180;6591
2010_07_19;catasto;5265;AVHC;100;2790
2010_07_19;catasto;7817;ELWN;120;8480
2010_07_19;pubblicazione;1245;BWAA;50;7466
2010_07_19;pubblicazione;1548;GALW;200;2811
2010_07_19;pubblicazione;1953;GIMS;50;7619
2010_07_19;rimozione;206
2010_07_19;rimozione;320
2010_07_19;rimozione;805
2010_07_19;rimozione;944
2010_07_19;rimozione;1051
2010_07_19;rimozione;1120
2010_07_19;rimozione;1135
2010_07_19;rimozione;1982
2010_07_20;catasto;1968;FIDJ;200;6438
2010_07_20;catasto;2261;EGDL;50;1814
2010_07_20;catasto;4743;EJDY;150;3963
2010_07_20;catasto;6811;DFSU;180;2408
2010_07_20;pubblicazione;1460;CTPU;150;2794
2010_07_20;pubblicazione;1652;BABE;300;6042
2010_07_20;rimozione;145
2010_07_20;rimozione;182
2010_07_20;rimozione;524
2010_07_20;rimozione;648
2010_07_20;rimozione;775
2010_07_20;rimozione;857
2010_07_20;rimozione;1011
2010_07_20;rimozione;1033
2010_07_20;rimozione;1093
2010_07_20;rimozione;1306
2010_07_20;rimozione;1898
2010_07_21;catasto;1854;DBSA;100;7448
2010_07_21;catasto;1887;APWR;120;4612
2010_07_21;catasto;1961;FDJQ;120;6615
2010_07_21;catasto;4106;DKMA;180;10136
2010_07_21;catasto;4334;CSLX;90;4208
2010_07_21;catasto;5669;BUDN;90;10920
2010_07_21;catasto;6533;FXHX;150;2682
2010_07_21;catasto;7263;BTCO;50;9127
2010_07_21;catasto;8101;AERN;150;5715
2010_07_21;catasto;9572;BPDH;90;2575
2010_07_21;pubblicazione;176;CNBU;200;1056
2010_07_21;pubblicazione;726;FDJT;200;9504
2010_07_21;pubblicazione;946;FUOK;200;1728
2010_07_21;pubblicazione;1330;EHYL;100;4471
2010_07_21;pubblicazione;1817;CYWE;200;6596
2010_07_21;pubblicazione;1986;DEER;50;1719
2010_07_21;rimozione;1878
2010_07_22;catasto;1134;CMXM;90;6045
2010_07_22;catasto;1605;EPCL;120;1570
2010_07_22;catasto;2831;DYHJ;200;1640
2010_07_22;catasto;4935;CACX;50;7488
2010_07_22;catasto;8656;EPSD;180;4653
2010_07_22;catasto;9571;GEPQ;120;1489
2010_07_22;pubblicazione;408;FPVA;200;8822
2010_07_22;pubblicazione;1560;ADML;120;7155
2010_07_22;pubblicazione;1604;FJHN;100;3465
2010_07_22;rimozione;237
2010_07_22;rimozione;413
2010_07_22;rimozione;1035
2010_07_22;rimozione;1420
2010_07_22;rimozione;1800
2010_07_23;catasto;5857;DPWO;50;4005
2010_07_23;catasto;7069;FWTB;120;6353
2010_07_23;catasto;8305;CKNE;150;10298
2010_07_23;pubblicazione;1251;CVFK;180;1474
2010_07_23;rimozione;46
2010_07_23;rimozione;50
2010_07_23;rimozione;1234
2010_07_23;rimozione;1384
2010_07_23;rimozione;1516
2010_07_23;rimozione;1923
2010_07_24;catasto;847;DNBL;180;7840
2010_07_24;catasto;2373;EFDA;180;5291
2010_07_24;catasto;2479;EXNC;200;6507
2010_07_24;catasto;3216;EEDS;180;1514
2010_07_24;catasto;4795;CBWC;200;8221
2010_07_24;catasto;5611;GFNX;120;4275
2010_07_24;catasto;6706;GHGK;300;7717
2010_07_24;catasto;7202;CAIX;90;7773
2010_07_24;catasto;8159;AOWO;150;4454
2010_07_24;catasto;8807;CLWE;100;4028
2010_07_24;catasto;9045;FJQB;90;8302
2010_07_24;catasto;9312;BALL;120;8934
2010_07_24;pubblicazione;564;DAEB;100;5064
2010_07_24;rimozione;357
2010_07_24;rimozione;378
2010_07_24;rimozione;518
2010_07_24;rimozione;609
2010_07_24;rimozione;782
2010_07_24;rimozione;1389
2010_07_24;rimozione;1519
2010_07_24;rimozione;1705
2010_07_25;catasto;2243;GCQW;300;8160
2010_07_25;catasto;6618;DDVF;150;10582
2010_07_25;catasto;8152;DIQV;120;4359
2010_07_25;pubblicazione;62;CAON;90;4697
2010_07_25;pubblicazione;416;EAKL;90;5600
2010_07_25;pubblicazione;1287;GGLN;180;1077
2010_07_25;pubblicazione;1288;FYHJ;150;2009
2010_07_25;pubblicazione;1845;GERB;120;4894
2010_07_25;rimozione;74
2010_07_25;rimozione;504
2010_07_25;rimozione;521
2010_07_25;rimozione;1146
2010_07_25;rimozione;1586
2010_07_25;rimozione;1757
2010_07_25;rimozione;1780
2010_07_26;catasto;983;ACED;300;3192
2010_07_26;catasto;4522;DOMG;150;1456
2010_07_26;catasto;5746;DPFD;300;7141
2010_07_26;catasto;9716;EGQY;120;9034
2010_07_26;catasto;9981;BQIU;150;2683
2010_07_26;pubblicazione;604;BMKD;180;1439
2010_07_26;pubblicazione;1715;FMYR;90;7958
2010_07_26;rimozione;102
2010_07_26;rimozione;507
2010_07_26;rimozione;540
2010_07_26;rimozione;757
2010_07_26;rimozione;946
2010_07_26;rimozione;1058
2010_07_26;rimozione;1446
2010_07_26;rimozione;1749
2010_07_27;catasto;2451;BMVT;300;3352
2010_07_27;catasto;5286;DWUJ;300;9111
2010_07_27;catasto;6882;BOCD;90;2083
2010_07_27;catasto;9510;FENL;90;4492
2010_07_27;pubblicazione;117;CHSG;100;3716
2010_07_27;pubblicazione;1300;AMNY;120;3804
2010_07_27;pubblicazione;1461;ETNG;180;5553
2010_07_27;rimozione;164
2010_07_27;rimozione;796
2010_07_27;rimozione;883
2010_07_27;rimozione;994
2010_07_27;rimozione;1610
2010_07_27;rimozione;1867
2010_07_27;rimozione;1869
2010_07_28;catasto;3640;FOHB;150;6713
2010_07_28;catasto;4440;BYOF;50;6446
2010_07_28;catasto;4942;BUCJ;120;9802
2010_07_28;catasto;8181;CXYO;50;3244
2010_07_28;pubblicazione;863;EHIA;120;1117
2010_07_28;pubblicazione;976;CNUA;50;7744
2010_07_28;pubblicazione;1213;EKCU;200;8177
2010_07_28;pubblicazione;1360;ECLW;300;2128
2010_07_28;pubblicazione;1554;CNEI;120;5451
2010_07_28;rimozione;171
2010_07_28;rimozione;185
2010_07_28;rimozione;1128
2010_07_28;rimozione;1370
2010_07_28;rimozione;1488
2010_07_28;rimozione;1508
2010_07_29;catasto;2932;DVCA;180;8029
2010_07_29;catasto;3834;CNMR;90;3927
2010_07_29;catasto;4263;DMYS;50;6056
2010_07_29;catasto;7311;COPH;300;4294
2010_07_29;catasto;7939;FQJO;150;1131
2010_07_29;pubblicazione;942;DDWX;150;8587
2010_07_29;pubblicazione;1205;BOVO;200;2696
2010_07_29;rimozione;604
2010_07_29;rimozione;1537
2010_07_29;rimozione;1645
2010_07_30;catasto;845;AFES;180;10060
2010_07_30;catasto;883;DSND;200;6750
2010_07_30;catasto;1668;BGPQ;300;7376
2010_07_30;catasto;2830;DDQB;90;1568
2010_07_30;catasto;2979;ECIA;90;5102
2010_07_30;pubblicazione;1767;ATPP;200;9337
2010_07_30;rimozione;175
2010_07_30;rimozione;528
2010_07_30;rimozione;592
2010_07_30;rimozione;1288
2010_07_30;rimozione;1738
2010_07_30;rimozione;1915
2010_07_31;catasto;1661;BTRM;150;2119
2010_07_31;catasto;4569;CPIP;150;9190
2010_07_31;catasto;9910;AUJM;100;2387
2010_07_31;pubblicazione;192;DPAV;50;1404
2010_07_31;pubblicazione;1491;DTTU;120;8594
2010_07_31;pubblicazione;1605;AKGM;180;5420
2010_07_31;pubblicazione;1733;CCYV;150;8866
2010_07_31;rimozione;72
2010_07_31;rimozione;126
2010_07_31;rimozione;467
2010_07_31;rimozione;555
2010_07_31;rimozione;606
2010_07_31;rimozione;1048
2010_07_31;rimozione;1061
2010_07_31;rimozione;1263
2010_08_01;catasto;3422;FMIN;300;9317
2010_08_01;catasto;3579;ENTM;120;8326
2010_08_01;catasto;5744;EGHD;180;1573
2010_08_01;catasto;7021;BKUW;300;3465
2010_08_01;catasto;7433;FBUG;120;5779
2010_08_01;pubblicazione;756;ADUA;120;3614
2010_08_01;pubblicazione;905;DHSB;90;1359
2010_08_01;pubblicazione;1551;ADUS;150;2790
2010_08_01;pubblicazione;1819;DAUY;90;4066
2010_08_01;rimozione;128
2010_08_01;rimozione;804
2010_08_01;rimozione;976
2010_08_01;rimozione;999
2010_08_01;rimozione;1147
2010_08_01;rimozione;1468
2010_08_01;rimozione;1678
2010_08_01;rimozione;1777
2010_08_01;rimozione;1933
2010_08_02;catasto;2723;GBSG;90;10183
2010_08_02;catasto;2873;CRDB;300;5134
2010_08_02;catasto;3085;EOFL;300;3553
2010_08_02;catasto;5087;EFXC;180;6797
2010_08_02;catasto;5736;CNUA;50;9060
2010_08_02;catasto;8829;DSUO;100;8571
2010_08_02;catasto;9638;BXLG;180;3807
2010_08_02;pubblicazione;582;ALXF;50;2950
2010_08_02;pubblicazione;1113;ACEF;120;3315
2010_08_02;pubblicazione;1199;BFAE;50;6293
2010_08_02;pubblicazione;1398;BODW;180;8812
2010_08_02;pubblicazione;1816;GJJE;100;1859
2010_08_02;rimozione;105
2010_08_02;rimozione;189
2010_08_02;rimozione;346
2010_08_02;rimozione;564
2010_08_02;rimozione;619
2010_08_02;rimozione;737
2010_08_02;rimozione;745
2010_08_02;rimozione;844
2010_08_02;rimozione;860
2010_08_02;rimozione;905
2010_08_02;rimozione;1371
2010_08_02;rimozione;1728
2010_08_03;catasto;80;EDBP;100;3395
2010_08_03;catasto;3698;GAHK;180;10769
2010_08_03;catasto;9222;AVRK;50;3008
2010_08_03;catasto;9460;FWJG;90;7600
2010_08_03;pubblicazione;1714;APXC;50;5386
2010_08_03;rimozione;35
2010_08_03;rimozione;122
2010_08_03;rimozione;705
2010_08_03;rimozione;1007
2010_08_03;rimozione;1199
2010_08_03;rimozione;1567
2010_08_04;catasto;786;BIOV;120;2241
2010_08_04;catasto;2786;AORM;120;3593
2010_08_04;catasto;4689;BUGR;200;4788
2010_08_04;catasto;7723;FDSY;180;5154
2010_08_04;catasto;9998;BRDJ;300;7772
2010_08_04;pubblicazione;417;CXCN;150;8571
2010_08_04;pubblicazione;552;FMMA;90;2271
2010_08_04;pubblicazione;746;CPOG;300;4559
2010_08_04;pubblicazione;943;AWEF;90;8494
2010_08_04;pubblicazione;1580;FKRG;90;3367
2010_08_04;rimozione;9
2010_08_04;rimozione;94
2010_08_04;rimozione;95
2010_08_04;rimozione;766
2010_08_04;rimozione;826
2010_08_04;rimozione;1297
2010_08_04;rimozione;1433
2010_08_04;rimozione;1515
2010_08_04;rimozione;1571
2010_08_04;rimozione;1816
2010_08_05;catasto;3088;FPOR;100;8355
2010_08_05;catasto;5195;DFHF;200;3869
2010_08_05;catasto;5326;CTDX;200;3128
2010_08_05;catasto;5912;ENOO;300;1544
2010_08_05;catasto;7926;GETK;120;4801
2010_08_05;pubblicazione;157;FLUH;90;1315
2010_08_05;pubblicazione;515;BIDT;300;4316
2010_08_05;pubblicazione;791;EYQP;100;1685
2010_08_05;pubblicazione;938;FIKJ;180;5251
2010_08_05;pubblicazione;962;DLDU;100;4788
2010_08_05;pubblicazione;1346;CXGQ;50;3290
2010_08_05;pubblicazione;1593;BQLB;180;1091
2010_08_05;pubblicazione;1846;FAOG;90;7715
2010_08_05;rimozione;321
2010_08_05;rimozione;774
2010_08_05;rimozione;868
2010_08_05;rimozione;900
2010_08_05;rimozione;991
2010_08_05;rimozione;1109
2010_08_05;rimozione;1300
2010_08_05;rimozione;1859
2010_08_05;rimozione;1876
2010_08_05;rimozione;1986
2010_08_06;catasto;124;FFGE;180;8411
2010_08_06;catasto;1184;ACTQ;100;4474
2010_08_06;catasto;3220;GHRB;90;3156
2010_08_06;catasto;4237;CYYA;120;2516
2010_08_06;catasto;4324;ALQB;300;1917
2010_08_06;catasto;4742;DRLA;180;8688
2010_08_06;catasto;5963;DHLF;120;5654
2010_08_06;catasto;6284;AWUM;200;2905
2010_08_06;catasto;7550;AOLG;300;2047
2010_08_06;catasto;8228;BDYD;200;5636
2010_08_06;catasto;9363;AETH;180;3638
2010_08_06;pubblicazione;1573;CFXG;90;9261
2010_08_06;pubblicazione;1828;CNHD;180;3093
2010_08_06;rimozione;112
2010_08_06;rimozione;251
2010_08_06;rimozione;327
2010_08_06;rimozione;396
2010_08_06;rimozione;720
2010_08_06;rimozione;724
2010_08_06;rimozione;755
2010_08_06;rimozione;1838
2010_08_06;rimozione;1910
2010_08_07;catasto;1467;BMDE;150;8678
2010_08_07;catasto;6181;DXMJ;50;3505
2010_08_07;catasto;8598;EWQI;100;10147
2010_08_07;catasto;9118;CUHR;300;1633
2010_08_07;pubblicazione;697;DYUP;300;9742
2010_08_07;pubblicazione;731;CYOA;180;8461
2010_08_07;pubblicazione;1378;FOVC;180;6369
2010_08_07;rimozione;15
2010_08_07;rimozione;21
2010_08_07;rimozione;407
2010_08_07;rimozione;485
2010_08_07;rimozione;530
2010_08_07;rimozione;975
2010_08_07;rimozione;1471
2010_08_07;rimozione;1693
2010_08_07;rimozione;1774
2010_08_08;catasto;654;BKNV;120;2523
2010_08_08;catasto;2448;BCIQ;150;2452
2010_08_08;catasto;5113;EHIF;300;7537
2010_08_08;catasto;6578;BGRD;100;4226
2010_08_08;catasto;6621;DPEQ;150;8131
2010_08_08;pubblicazione;643;BBKJ;180;4482
2010_08_08;pubblicazione;937;AVXO;100;3329
2010_08_08;pubblicazione;1052;ATJR;120;9256
2010_08_08;pubblicazione;1562;FREX;150;8849
2010_08_08;pubblicazione;1847;AKSV;200;2964
2010_08_08;rimozione;598
2010_08_08;rimozione;726
2010_08_08;rimozione;793
2010_08_08;rimozione;1281
2010_08_08;rimozione;1318
2010_08_08;rimozione;1727
2010_08_08;rimozione;1790
2010_08_08;rimozione;1806
2010_08_09;catasto;168;ABKN;90;4065
2010_08_09;catasto;297;GEDX;50;4437
2010_08_09;catasto;1687;ERCK;120;2213
2010_08_09;catasto;3002;FASU;200;4338
2010_08_09;catasto;4421;CKSJ;180;4411
2010_08_09;catasto;6107;FLBB;100;9656
2010_08_09;catasto;6724;COOU;150;4130
2010_08_09;catasto;9754;ATAA;120;1088
2010_08_09;catasto;9861;DNAV;300;3690
2010_08_09;pubblicazione;89;AKRU;120;9480
2010_08_09;pubblicazione;733;CDDL;120;1094
2010_08_09;pubblicazione;1594;CRQL;300;5185
2010_08_09;pubblicazione;1970;GGYL;150;3864
2010_08_09;rimozione;393
2010_08_09;rimozione;403
2010_08_09;rimozione;417
2010_08_09;rimozione;641
2010_08_09;rimozione;948
2010_08_09;rimozione;1004
2010_08_09;rimozione;1047
2010_08_09;rimozione;1125
2010_08_09;rimozione;1473
2010_08_09;rimozione;1584
2010_08_09;rimozione;1653
2010_08_09;rimozione;1687
2010_08_09;rimozione;1854
2010_08_10;catasto;617;CFAX;120;3768
2010_08_10;catasto;1173;DGTN;100;6639
2010_08_10;catasto;1350;CSLU;50;8576
2010_08_10;catasto;1583;ECNM;180;4576
2010_08_10;catasto;2868;FNOP;150;3570
2010_08_10;catasto;2910;FNKG;90;3219
2010_08_10;catasto;4137;DRJR;90;11194
2010_08_10;catasto;7040;ELVK;90;10298
2010_08_10;catasto;7961;ATQB;100;7002
2010_08_10;catasto;8632;ABBP;200;1448
2010_08_10;pubblicazione;204;DMUO;120;1914
2010_08_10;pubblicazione;1309;DNFC;300;8792
2010_08_10;rimozione;27
2010_08_10;rimozione;73
2010_08_10;rimozione;89
2010_08_10;rimozione;520
2010_08_10;rimozione;579
2010_08_10;rimozione;764
2010_08_10;rimozione;1089
2010_08_10;rimozione;1161
2010_08_10;rimozione;1311
2010_08_10;rimozione;1362
2010_08_10;rimozione;1583
2010_08_10;rimozione;1803
2010_08_11;catasto;1169;CBEI;100;4051
2010_08_11;catasto;2310;ESYV;50;6210
