PMID	title	date	location	doi
17966037	DRAK2 regulates memory T cell responses following murine coronavirus infection.	2007 Nov	England	10.1080/08916930701651139
17964088	A possible role for Clostridium difficile in the etiology of calf enteritis.	2008 Mar 18	Netherlands	10.1016/j.vetmic.2007.09.002
17961624	Transcriptional profiling of Vero E6 cells over-expressing SARS-CoV S2 subunit:insights on viral regulation of apoptosis and proliferation.	2008 Feb 5	United States	10.1016/j.virol.2007.09.016
17959675	Intracellular restriction of a productive noncytopathic coronavirus infection.	2008 Jan	United States	10.1128/JVI.01251-07
17957304	Inhibition of SARS coronavirus helicase by bismuth complexes.	2007 Nov 14	England	10.1039/b709515e
17957264	Conformational reorganization of the SARS coronavirus spike following receptorbinding: implications for membrane fusion.	2007 Oct 24	United States	10.1371/journal.pone.0001082
17952734	Vaccination against the avian infectious bronchitis virus affects spermconcentration, sperm quality and blood testosterone concentrations in cockerels.	2007 Oct	England	10.1080/00071660701592375
17950647	Priapism in a castrated cat associated with feline infectious peritonitis.	2008 Apr	England	10.1016/j.jfms.2007.08.006
17947532	Severe acute respiratory syndrome coronavirus Orf3a protein interacts withcaveolin.	2007 Nov	England	10.1099/vir.0.82856-0
17944272	Human coronaviruses: what do they cause?	2007	England	
17944271	Severe acute respiratory syndrome coronavirus entry as a target of antiviraltherapies.	2007	England	
17942563	Altered pathogenesis of porcine respiratory coronavirus in pigs due toimmunosuppressive effects of dexamethasone: implications for corticosteroid usein treatment of severe acute respiratory syndrome coronavirus.	2007 Dec	United States	10.1128/JVI.01702-07
17942557	Heptad repeat-derived peptides block protease-mediated direct entry from the cellsurface of severe acute respiratory syndrome coronavirus but not entry via theendosomal pathway.	2008 Jan	United States	10.1128/JVI.01697-07
17936066	Co-circulation of human metapneumovirus and SARS-associated coronavirus during amajor nosocomial SARS outbreak in Hong Kong.	2007 Dec	Netherlands	10.1016/j.jcv.2007.08.015
17936045	Evaluation of the protection conferred by commercial vaccines and attenuatedheterologous isolates in China against the CK/CH/LDL/97I strain of infectiousbronchitis coronavirus.	2009 Jan	England	10.1016/j.tvjl.2007.08.018
17935605	Maturation and localization of macrophages and microglia during infection with aneurotropic murine coronavirus.	2008 Jan	Switzerland	10.1111/j.1750-3639.2007.00098.x
17934078	Severe acute respiratory syndrome coronavirus as an agent of emerging andreemerging infection.	2007 Oct	United States	10.1128/CMR.00023-07
17932736	Cloning and further sequence analysis of the ORF3 gene of wild- andattenuated-type porcine epidemic diarrhea viruses.	2008 Feb	United States	10.1007/s11262-007-0164-2
17931870	Molecular docking identifies the binding of 3-chloropyridine moietiesspecifically to the S1 pocket of SARS-CoV Mpro.	2008 Jan 1	England	10.1016/j.bmc.2007.09.034
17931676	Role of phosphorylation clusters in the biology of the coronavirus infectiousbronchitis virus nucleocapsid protein.	2008 Jan 20	United States	10.1016/j.virol.2007.08.016
17931120	Protection from infection with severe acute respiratory syndrome coronavirus in aChinese hamster model by equine neutralizing F(ab')2.	2007 Sep	United States	10.1089/vim.2007.0038
17931118	Interleukin-6 expression after infectious bronchitis virus infection in chickens.	2007 Sep	United States	10.1089/vim.2006.0109
17928347	The 29-nucleotide deletion present in human but not in animal severe acuterespiratory syndrome coronaviruses disrupts the functional expression of openreading frame 8.	2007 Dec	United States	10.1128/JVI.01631-07
17928334	Type I interferons are essential in controlling neurotropic coronavirus infectionirrespective of functional CD8 T cells.	2008 Jan	United States	10.1128/JVI.01794-07
17927896	Biochemical characterization of exoribonuclease encoded by SARS coronavirus.	2007 Sep 30	Korea (South)	10.5483/bmbrep.2007.40.5.649
17924722	The utility of preemptive mass influenza vaccination in controlling a sarsoutbreak during flu season.	2007 Oct	United States	10.3934/mbe.2007.4.739
17923501	A novel subset of putative stem/progenitor CD34+Oct-4+ cells is the major targetfor SARS coronavirus in human lung.	2007 Oct 29	United States	10.1084/jem.20070462
17922397	Severe acute respiratory syndrome coronavirus infection in vaccinated ferrets.	2007 Nov 1	United States	10.1086/522431
17922396	Human coronavirus infections in rural Thailand: a comprehensive study usingreal-time reverse-transcription polymerase chain reaction assays.	2007 Nov 1	United States	10.1086/521308
17917382	Fatal winter dysentery with severe anemia in an adult cow.	2007 Sep	Japan	10.1292/jvms.69.957
17917063	Pathogenesis of acute and chronic central nervous system infection with variantsof mouse hepatitis virus, strain JHM.	2007	United States	10.1007/s12026-007-0079-y
17916374	Biological and genetic analysis of a bovine-like coronavirus isolated from waterbuffalo (Bubalus bubalis) calves.	2008 Jan 5	United States	10.1016/j.virol.2007.08.031
17913858	High prevalence of the CD14-159CC genotype in patients infected with severe acuterespiratory syndrome-associated coronavirus.	2007 Dec	United States	10.1128/CVI.00100-07
17913802	Antiviral antibodies are necessary to prevent cytotoxic T-lymphocyte escape inmice infected with a coronavirus.	2007 Dec	United States	10.1128/JVI.01580-07
17913799	Two-way antigenic cross-reactivity between severe acute respiratory syndromecoronavirus (SARS-CoV) and group 1 animal CoVs is mediated through an antigenicsite in the N-terminal region of the SARS-CoV nucleoprotein.	2007 Dec	United States	10.1128/JVI.01169-07
17913743	CoVDB: a comprehensive database for comparative analysis of coronavirus genes andgenomes.	2008 Jan	England	10.1093/nar/gkm754
17905435	Vaccination of mice with recombinant baculovirus expressing spike or nucleocapsidprotein of SARS-like coronavirus generates humoral and cellular immune responses.	2008 Feb	England	10.1016/j.molimm.2007.08.010
17899966	Lymphopenia in severe acute respiratory syndrome: a summary on its frequency.	2007 Jun	Nepal	
17898055	Biochemical and genetic analyses of murine hepatitis virus Nsp15endoribonuclease.	2007 Dec	United States	10.1128/JVI.00547-07
17896716	Tracking SARS.	2003 Apr 28	United States	
17895966	Identification of upper respiratory tract pathogens using electrochemicaldetection on an oligonucleotide microarray.	2007 Sep 26	United States	10.1371/journal.pone.0000924
17894233	[Genetic variations of membrane gene of infectious bronchitis virus strainsisolated in China between 1995 and 2004].	2007 Jul	China	
17894231	[Expression of recombinant spike protein of SARS-coronavirus in vaccinia virusand analysis of its immunogenicity].	2007 Jul	China	
17894224	[Sequence analysis for genes encoding nucleoprotein and envelope protein of a newhuman coronavirus NL63 identified from a pediatric patient in Beijing bybioinformatics].	2007 Jul	China	
17889596	Seroepidemiology of group I human coronaviruses in children.	2007 Nov	Netherlands	10.1016/j.jcv.2007.08.007
17889450	[Vertical transmission of human coronavirus. Prospective pilot study].	2007 Dec	France	10.1016/j.patbio.2007.07.013
17886224	Antiviral effects of Glycyrrhiza species.	2008 Feb	England	10.1002/ptr.2295
17884305	Comments to the predecessor of human SARS coronavirus in 2003-2004 epidemic.	2008 Jan 25	Netherlands	10.1016/j.vetmic.2007.08.014
17881505	Use of antibody avidity assays for diagnosis of severe acute respiratory syndromecoronavirus infection.	2007 Nov	United States	10.1128/CVI.00056-07
17881296	The SARS-CoV nucleocapsid protein: a protein with multifarious activities.	2008 Jul	Netherlands	10.1016/j.meegid.2007.07.004
17881030	Cytosine deamination and selection of CpG suppressed clones are the two majorindependent biological forces that shape codon usage bias in coronaviruses.	2007 Dec 20	United States	10.1016/j.virol.2007.08.010
17877547	High-cell-passage canine coronavirus vaccine providing sterilising immunity.	2007 Oct	England	10.1111/j.1748-5827.2007.00416.x
17875651	Community epidemiology of human metapneumovirus, human coronavirus NL63, andother respiratory viruses in healthy preschool-aged children usingparent-collected specimens.	2007 Oct	United States	10.1542/peds.2006-3703
17872528	Comparative analysis of innate immune responses following infection of newborncalves with bovine rotavirus and bovine coronavirus.	2007 Oct	England	10.1099/vir.0.82861-0
17872527	Persistent memory CD4+ and CD8+ T-cell responses in recovered severe acuterespiratory syndrome (SARS) patients to SARS coronavirus M antigen.	2007 Oct	England	10.1099/vir.0.82839-0
17872515	Discovery of herpesviruses in bats.	2007 Oct	England	10.1099/vir.0.83045-0
17868443	DetectiV: visualization, normalization and significance testing forpathogen-detection microarray data.	2007	England	10.1186/gb-2007-8-9-r190
17855683	Disappearance of antibodies to SARS-associated coronavirus after recovery.	2007 Sep 13	United States	10.1056/NEJMc070348
17855548	Genetic analysis of Murine hepatitis virus nsp4 in virus replication.	2007 Nov	United States	10.1128/JVI.01257-07
17855519	Localization and membrane topology of coronavirus nonstructural protein 4:involvement of the early secretory pathway in replication.	2007 Nov	United States	10.1128/JVI.01506-07
17855091	Structure-based design, synthesis, and biological evaluation of peptidomimeticSARS-CoV 3CLpro inhibitors.	2007 Nov 1	England	10.1016/j.bmcl.2007.08.031
17848893	Coronavirus-associated pneumonia in previously healthy children.	2007 Aug	United States	10.1097/INF.0b013e318054e31b
17848889	Newly identified respiratory viruses.	2007 Aug	United States	10.1097/INF.0b013e3181376428
17848070	Bats, civets and the emergence of SARS.	2007	Germany	10.1007/978-3-540-70962-6_13
17827535	A pseudoknot improves selection efficiency in ribosome display.	2007 May	United States	10.1007/s12033-007-0017-1
17825937	Pathogenetic mechanisms of severe acute respiratory syndrome.	2008 Apr	Netherlands	10.1016/j.virusres.2007.01.022
17824323	The emergence of porcine circovirus 2b genotype (PCV-2b) in swine in Canada.	2007 Aug	Canada	
17824221	[Three-dimensional structure prediction of the viral protein in the developmentof anti SARS drugs].	2007 Aug	Japan	
17822117	Effect of ultraviolet germicidal irradiation on viral aerosols.	2007 Aug 1	United States	10.1021/es070056u
17804659	Rapid multiplex nested PCR for detection of respiratory viruses.	2007 Nov	United States	10.1128/JCM.00280-07
17804504	High fidelity of murine hepatitis virus replication is decreased in nsp14exoribonuclease mutants.	2007 Nov	United States	10.1128/JVI.01296-07
17804032	Rat coronaviruses infect rat alveolar type I epithelial cells and induceexpression of CXC chemokines.	2007 Dec 20	United States	10.1016/j.virol.2007.07.030
17803510	Detection and molecular characterization of calf diarrhoea bovine coronavirusescirculating in South Korea during 2004-2005.	2007	Germany	10.1111/j.1863-2378.2007.01045.x
17802926	Prevention and control of emerging infections: a challenge for the 3rdmillennium.	2007 Jul	Italy	
17767596	Viral epizootic reveals inbreeding depression in a habitually inbreeding mammal.	2007 Sep	United States	10.1111/j.1558-5646.2007.00177.x
17766393	Conductance and amantadine binding of a pore formed by a lysine-flankedtransmembrane domain of SARS coronavirus envelope protein.	2007 Sep	United States	10.1110/ps.062730007
17766156	Evaluation of the association of Bartonella species, feline herpesvirus 1, felinecalicivirus, feline leukemia virus and feline immunodeficiency virus with chronicfeline gingivostomatitis.	2008 Feb	England	10.1016/j.jfms.2007.05.007
17766124	5'-O-masked 2'-deoxyadenosine analogues as lead compounds for hepatitis C virus(HCV) therapeutic agents.	2007 Nov 15	England	10.1016/j.bmc.2007.08.025
17763318	Clinical and molecular epidemiology of human bocavirus in respiratory and fecalsamples from children in Hong Kong.	2007 Oct 1	United States	10.1086/521310
17763311	[Immunisation strategies for the management of severe acute respiratory syndrome(SARS)].	2007 Oct	Germany	10.1055/s-2007-980107
17761676	Regulation of IRF-3-dependent innate immunity by the papain-like protease domainof the severe acute respiratory syndrome coronavirus.	2007 Nov 2	United States	10.1074/jbc.M704870200
17728234	Nuclear magnetic resonance structure of the N-terminal domain of nonstructuralprotein 3 from the severe acute respiratory syndrome coronavirus.	2007 Nov	United States	10.1128/JVI.00969-07
17728163	Genetic differentiation of the nucleocapsid protein of Korean isolates of porcineepidemic diarrhoea virus by RT-PCR based restriction fragment length polymorphismanalysis.	2008 Oct	England	10.1016/j.tvjl.2007.07.007
17727905	Impact of porcine group A rotavirus co-infection on porcine epidemic diarrheavirus pathogenicity in piglets.	2008 Jun	England	10.1016/j.rvsc.2007.07.004
17722610	[Bovine coronavirus reproduction in the continuous cell cultures at a temperatureof 34 degrees C].	2007 Jul-Aug	Russia (Federation)	
17722121	Structure-based design and synthesis of highly potent SARS-CoV 3CL proteaseinhibitors.	2007 Sep 24	Germany	10.1002/cbic.200700254
17715238	Specific asparagine-linked glycosylation sites are critical for DC-SIGN- andL-SIGN-mediated severe acute respiratory syndrome coronavirus entry.	2007 Nov	United States	10.1128/JVI.00315-07
17715225	Severe acute respiratory syndrome coronavirus evades antiviral signaling: role ofnsp1 and rational design of an attenuated strain.	2007 Nov	United States	10.1128/JVI.00702-07
17714515	Regulation of cell death during infection by the severe acute respiratorysyndrome coronavirus and other coronaviruses.	2007 Nov	England	10.1111/j.1462-5822.2007.01034.x
17709464	Novel small-molecule inhibitors of transmissible gastroenteritis virus.	2007 Nov	United States	10.1128/AAC.00408-07
17709158	Priming with SARS CoV S DNA and boosting with SARS CoV S epitopes specific forCD4+ and CD8+ T cells promote cellular immune responses.	2007 Sep 28	Netherlands	10.1016/j.vaccine.2007.06.047
17706262	Genomic characterization of equine coronavirus.	2007 Dec 5	United States	10.1016/j.virol.2007.06.035
17705188	The membrane protein of SARS-CoV suppresses NF-kappaB activation.	2007 Oct	United States	10.1002/jmv.20953
17704516	The carbohydrate-binding plant lectins and the non-peptidic antibiotic pradimicinA target the glycans of the coronavirus envelope glycoproteins.	2007 Oct	England	10.1093/jac/dkm301
17704379	Ultrastructural observations on effects of infectious bronchitis virus ineggshell-forming regions of the oviduct of the commercial laying hen.	2007 Sep	England	10.1093/ps/86.9.1915
17703411	Pan-viral screening of respiratory tract infections in adults with and withoutasthma reveals unexpected human coronavirus and human rhinovirus diversity.	2007 Sep 15	United States	10.1086/520816
17700057	Coronavirus replication does not require the autophagy gene ATG5.	2007 Nov-Dec	United States	10.4161/auto.4782
17698663	Attachment and internalization of feline infectious peritonitis virus in felineblood monocytes and Crandell feline kidney cells.	2007 Sep	England	10.1099/vir.0.82991-0
17697717	Multiplex real-time RT-PCR for the simultaneous detection and quantification oftransmissible gastroenteritis virus and porcine epidemic diarrhea virus.	2007 Dec	Netherlands	10.1016/j.jviromet.2007.06.021
17696769	Paper of the Year 2006: award to Pamela Hamill.	2007 Sep	Germany	10.1515/BC.2007.116
17696609	Functional genomics highlights differential induction of antiviral pathways inthe lungs of SARS-CoV-infected macaques.	2007 Aug 10	United States	10.1371/journal.ppat.0030112
17696607	Coronavirus non-structural protein 1 is a major pathogenicity factor:implications for the rational design of coronavirus vaccines.	2007 Aug 10	United States	10.1371/journal.ppat.0030109
17692883	Absence of E protein arrests transmissible gastroenteritis coronavirus maturationin the secretory pathway.	2007 Nov 25	United States	10.1016/j.virol.2007.05.032
17692881	Human CD4(+) memory T-lymphocyte responses to SARS coronavirus infection.	2007 Nov 25	United States	10.1016/j.virol.2007.07.015
17692355	Heparan sulfate is a binding molecule but not a receptor for CEACAM1-independentinfection of murine coronavirus.	2007 Sep 15	United States	10.1016/j.virol.2007.06.034
17692280	Selectivity in ISG15 and ubiquitin recognition by the SARS coronaviruspapain-like protease.	2007 Oct 1	United States	10.1016/j.abb.2007.07.006
17689145	Newly discovered respiratory viruses: significance and implications.	2007 Oct	England	10.1016/j.coph.2007.07.004
17686858	Severe acute respiratory syndrome coronavirus gene 7 products contribute tovirus-induced apoptosis.	2007 Oct	United States	10.1128/JVI.01266-07
17680799	Immune responses against severe acute respiratory syndrome coronavirus induced byvirus-like particles in mice.	2007 Dec	England	10.1111/j.1365-2567.2007.02676.x
17680348	Structural proteomics of the SARS coronavirus: a model response to emerginginfectious diseases.	2007 Sep	Netherlands	10.1007/s10969-007-9024-5
17676941	Characteristic distribution of L-tuple for DNA primary sequence.	2007 Aug	England	10.1080/07391102.2007.10507158
17675636	Aetiological role of viruses in puppies with diarrhoea.	2007 Aug 4	England	10.1136/vr.161.5.169
17672145	[New infections: myths and reality].	2007 May-Jun	Russia (Federation)	
17670839	The coronavirus spike protein induces endoplasmic reticulum stress andupregulation of intracellular chemokine mRNA concentrations.	2007 Oct	United States	10.1128/JVI.01033-07
17670827	Enhancement of murine coronavirus replication by severe acute respiratorysyndrome coronavirus protein 6 requires the N-terminal hydrophobic region but notC-terminal sorting motifs.	2007 Oct	United States	10.1128/JVI.01308-07
17669602	Severe outbreak of bovine coronavirus infection in dairy cattle during the warmerseason.	2008 Jan 1	Netherlands	10.1016/j.vetmic.2007.06.024
17669539	Activation of human monocytes after infection by human coronavirus 229E.	2007 Dec	Netherlands	10.1016/j.virusres.2007.06.016
17665998	Optimization of a DNA vaccine against SARS.	2007 Oct	United States	10.1089/dna.2007.0616
17663539	Specific plant terpenoids and lignoids possess potent antiviral activitiesagainst severe acute respiratory syndrome coronavirus.	2007 Aug 23	United States	10.1021/jm070295s
17658563	Expression of feline angiotensin converting enzyme 2 and its interaction withSARS-CoV S1 protein.	2008 Jun	England	10.1016/j.rvsc.2007.05.011
17652785	Expression of a synthetic neutralizing epitope of porcine epidemic diarrhea virusfused with synthetic B subunit of Escherichia coli heat labile enterotoxin inrice endosperm.	2007 Mar	United States	10.1007/bf02686007
17652383	Amino acid substitutions in the s2 region enhance severe acute respiratorysyndrome coronavirus infectivity in rat angiotensin-converting enzyme2-expressing cells.	2007 Oct	United States	10.1128/JVI.01143-07
17645546	Expression, post-translational modification and biochemical characterization ofproteins encoded by subgenomic mRNA8 of the severe acute respiratory syndromecoronavirus.	2007 Aug	England	10.1111/j.1742-4658.2007.05947.x
17645269	Bismuth complexes inhibit the SARS coronavirus.	2007	Germany	10.1002/anie.200701021
17643500	Chicken single-chain variable fragments against the SARS-CoV spike protein.	2007 Dec	Netherlands	10.1016/j.jviromet.2007.06.010
17643010	Severe acute respiratory syndrome.	2003 Jul-Sep	India	
17641827	The immunity induced by recombinant spike proteins of SARS coronavirus in Balb/cmice.	2007 Jun	China	10.1007/s11596-007-0301-0
17640780	Intranasal Protollin-formulated recombinant SARS S-protein elicits respiratoryand serum neutralizing antibodies and protection in mice.	2007 Aug 21	Netherlands	10.1016/j.vaccine.2007.06.017
17640731	Towards our understanding of SARS-CoV, an emerging and devastating but quicklyconquered virus.	2007 Sep	England	10.1016/j.cimid.2007.05.009
17635157	Cell-penetrating peptide-morpholino conjugates alter pre-mRNA splicing of DMD(Duchenne muscular dystrophy) and inhibit murine coronavirus replication in vivo.	2007 Aug	England	10.1042/BST0350826
17634238	Processing of open reading frame 1a replicase proteins nsp7 to nsp10 in murinehepatitis virus strain A59 replication.	2007 Oct	United States	10.1128/JVI.00017-07
17632570	Targeting the glycans of glycoproteins: a novel paradigm for antiviral therapy.	2007 Aug	England	10.1038/nrmicro1707
17631932	The S proteins of human coronavirus NL63 and severe acute respiratory syndromecoronavirus bind overlapping regions of ACE2.	2007 Oct 25	United States	10.1016/j.virol.2007.04.035
17629993	A Massachusetts prototype like coronavirus isolated from wild peafowls ispathogenic to chickens.	2007 Dec	Netherlands	10.1016/j.virusres.2007.06.003
17629360	Induction of T-cell response by a DNA vaccine encoding a novel HLA-A*0201 severeacute respiratory syndrome coronavirus epitope.	2007 Aug 10	Netherlands	10.1016/j.vaccine.2007.05.025
17626812	Intratracheally administered pathogen-associated molecular patterns affectantibody responses of poultry.	2007 Aug	England	10.1093/ps/86.8.1667
17626490	The efficacy of an avian metapneumovirus vaccine applied simultaneously withinfectious bronchitis and Newcastle disease virus vaccines tospecific-pathogen-free chickens.	2007 Jun	United States	10.1637/0005-2086(2007)51[594:TEOAAM]2.0.CO;2
17626488	Evaluation of the effectiveness of two infectious bronchitis virus vaccineprograms for preventing disease caused by a California IBV field isolate.	2007 Jun	United States	10.1637/0005-2086(2007)51[584:EOTEOT]2.0.CO;2
17626478	Molecular and serologic characterization, pathogenicity, and protection studieswith infectious bronchitis virus field isolates from California.	2007 Jun	United States	10.1637/0005-2086(2007)51[527:MASCPA]2.0.CO;2
17626088	Role of endocytosis and low pH in murine hepatitis virus strain A59 cell entry.	2007 Oct	United States	10.1128/JVI.00725-07
17620608	Potent cross-reactive neutralization of SARS coronavirus isolates by humanmonoclonal antibodies.	2007 Jul 17	United States	10.1073/pnas.0701000104
17620171	Infection of HeLa cells by avian infectious bronchitis virus is dependent on cellstatus.	2007 Aug	England	10.1080/03079450701447291
17618660	Systemic fatal type II coronavirus infection in a dog: pathological findings andimmunohistochemistry.	2008 Apr	England	10.1016/j.rvsc.2007.05.004
17617609	Expression of CXC chemokine ligand 10 from the mouse hepatitis virus genomeresults in protection from viral-induced neurological and liver disease.	2007 Jul 15	United States	10.4049/jimmunol.179.2.1155
17617433	Complete genome sequence of bat coronavirus HKU2 from Chinese horseshoe batsrevealed a much smaller spike gene with a different evolutionary lineage from therest of the genome.	2007 Oct 25	United States	10.1016/j.virol.2007.06.009
17607787	Quantitative temporal-spatial distribution of severe acute respiratorysyndrome-associated coronavirus (SARS-CoV) in post-mortem tissues.	2007 Sep	United States	10.1002/jmv.20873
17605471	Substrate specificity profiling and identification of a new class of inhibitorfor the major protease of the SARS coronavirus.	2007 Jul 31	United States	10.1021/bi0621415
17602767	Calf-level risk factors for neonatal diarrhea and shedding of Cryptosporidiumparvum in Ontario dairy calves.	2007 Nov 15	Netherlands	10.1016/j.prevetmed.2007.05.003
17600339	Distinct regulation of MHC molecule expression on astrocytes and microglia duringviral encephalomyelitis.	2007 Aug 15	United States	10.1002/glia.20538
17599357	A mechanistic view of enzyme inhibition and peptide hydrolysis in the active siteof the SARS-CoV 3C-like peptidase.	2007 Aug 24	England	10.1016/j.jmb.2007.06.001
17597972	Pharmacologic treatment of SARS: current knowledge and recommendations.	2007 Jun	Singapore	
17597481	Detection of viruses identified recently in children with acute wheezing.	2007 Aug	United States	10.1002/jmv.20926
17597455	Open reading frame 8a of the human severe acute respiratory syndrome coronavirusnot only promotes viral replication but also induces apoptosis.	2007 Aug 1	United States	10.1086/519166
17596427	Type IVB pilus operon promoter controlling expression of the severe acuterespiratory syndrome-associated coronavirus nucleocapsid gene in Salmonellaenterica Serovar Typhi elicits full immune response by intranasal vaccination.	2007 Aug	United States	10.1128/CVI.00076-07
17596360	Development of a respiratory virus panel test for detection of twenty humanrespiratory viruses by use of multiplex PCR and a fluid microbead-based assay.	2007 Sep	United States	10.1128/JCM.02436-06
17596301	Severe acute respiratory syndrome coronavirus ORF6 antagonizes STAT1 function bysequestering nuclear import factors on the rough endoplasmic reticulum/Golgimembrane.	2007 Sep	United States	10.1128/JVI.01012-07
17590445	siRNAs targeting terminal sequences of the SARS-associated coronavirus membranegene inhibit M protein expression through degradation of M mRNA.	2007 Nov	Netherlands	10.1016/j.jviromet.2007.05.017
17585465	Infectious bronchitis virus replication in the chicken embryo related cell line.	2003 Aug	England	10.1080/0307945031000121167
17582907	European Hedgehogs as Hosts for Borrelia spp., Germany.	2007 Jun	United States	10.3201/eid1306.070224
17582904	Coronaviruses in children, Greece.	2007 Jun	United States	10.3201/eid1306.061353
17581748	Heterologous MVA-S prime Ad5-S boost regimen induces high and persistent levelsof neutralizing antibody response against SARS coronavirus.	2007 Oct	Germany	10.1007/s00253-007-1073-y
17580675	[Ligand screening in affinity chromatography and its applications].	2007 Mar	China	
17577826	Estimating incubation period with multiple contact days.	2007	England	10.1080/00365540601113719
17576016	Application of a focus formation assay for detection and titration of porcineepidemic diarrhea virus.	2007 Oct	Netherlands	10.1016/j.jviromet.2007.05.012
17575179	Detection and seroprevalence of infectious bronchitis virus strains in commercialpoultry in Pakistan.	2007 Jul	England	10.1093/ps/86.7.1329
17574457	Effects of epidermal growth factor on atrophic enteritis in piglets induced byexperimental porcine epidemic diarrhoea virus.	2008 Aug	England	10.1016/j.tvjl.2007.04.018
17573516	Viral etiology of acute exacerbations of COPD in Hong Kong.	2007 Sep	United States	10.1378/chest.07-0530
17570115	Association of ICAM3 genetic variant with severe acute respiratory syndrome.	2007 Jul 15	United States	10.1086/518892
17568476	Effectiveness of control measures during the SARS epidemic in Beijing: acomparison of the Rt curve and the epidemic curve.	2008 Apr	England	10.1017/S0950268807008722
17567770	First isolation of cytopathogenic bovine torovirus in cell culture from a calfwith diarrhea.	2007 Aug	United States	10.1128/CVI.00475-06
17567241	Cell entry by enveloped viruses: redox considerations for HIV andSARS-coronavirus.	2007 Aug	United States	10.1089/ars.2007.1639
17566670	A Saccharomyces cerevisiae autoselection system for optimised recombinant proteinexpression.	2007 Sep 15	Netherlands	10.1016/j.gene.2007.05.001
17565868	[Expression of severe acute respiratory syndrome coronavirus receptors, ACE2 andCD209L in different organ derived microvascular endothelial cells].	2007 Mar 27	China	
17564760	Dual enteric and respiratory tropisms of winter dysentery bovine coronavirus incalves.	2007	Austria	10.1007/s00705-007-1005-2
17559989	Adenovirus-based vaccine prevents pneumonia in ferrets challenged with the SARScoronavirus and stimulates robust immune responses in macaques.	2007 Jul 9	Netherlands	10.1016/j.vaccine.2007.04.065
17558469	Angiotensin-converting enzyme 2 in acute respiratory distress syndrome.	2007 Aug	Switzerland	10.1007/s00018-007-6228-6
17555580	Cyclooxygenase activity is important for efficient replication of mouse hepatitisvirus at an early stage of infection.	2007 Jun 7	England	10.1186/1743-422X-4-55
17553448	The use of hepatitis C virus NS3/4A and secreted alkaline phosphatase toquantitate cell-cell membrane fusion mediated by severe acute respiratorysyndrome coronavirus S protein and the receptor angiotensin-converting enzyme 2.	2007 Jul 15	United States	10.1016/j.ab.2007.04.031
17552246	[Construction of recombinant Lactococcus lactis expressing porcine transmissiblegastroenteritis spike glycoprotein and analysis of immunogenicity].	2007 Apr	China	
17552243	[Construction of recombinant BCG bearing S1 glycoprotein of nephropathogenic IBVand study on its immunogenicity on chickens].	2007 Apr	China	
17551411	Human coronavirus OC43 pneumonia in a pediatric cancer patient with down syndromeand acute lymphoblastic leukemia.	2007 Jun	United States	10.1097/MPH.0b013e31806451c1
17551218	Detection of bovine torovirus in fecal specimens of calves with diarrhea inJapan.	2007 May	Japan	10.1292/jvms.69.471
17548223	Isolation and identification of an scFv antibody against nucleocapsid protein ofSARS-CoV.	2007 Jul	France	10.1016/j.micinf.2007.04.008
17543480	Differentiation of feline coronavirus type I and II infections by virusneutralization test.	2007 Oct 6	Netherlands	10.1016/j.vetmic.2007.04.031
17540042	The association of RANTES polymorphism with severe acute respiratory syndrome inHong Kong and Beijing Chinese.	2007 Jun 1	England	10.1186/1471-2334-7-50
17537928	High-throughput, sensitive, and accurate multiplex PCR-microsphere flow cytometrysystem for large-scale comprehensive detection of respiratory viruses.	2007 Aug	United States	10.1128/JCM.02501-06
17537850	De novo initiation of RNA synthesis by the arterivirus RNA-dependent RNApolymerase.	2007 Aug	United States	10.1128/JVI.00564-07
17536623	Spontaneous exocrine pancreas hypoplasia in specific pathogen-free C3HeB/FeJ and101/H mouse pups causes steatorrhea and runting.	2007 Apr	United States	
17535926	Newcastle disease virus, a host range-restricted virus, as a vaccine vector forintranasal immunization against emerging pathogens.	2007 Jun 5	United States	10.1073/pnas.0703584104
17534355	Lack of support for an association between CLEC4M homozygosity and protectionagainst SARS coronavirus infection.	2007 Jun	United States	10.1038/ng0607-692
17534354	Lack of support for an association between CLEC4M homozygosity and protectionagainst SARS coronavirus infection.	2007 Jun	United States	10.1038/ng0607-691
17533554	Characterization of divergent and atypical canine coronaviruses from Sweden.	2007	Austria	10.1007/s00705-007-0986-1
17533109	Cleavage of spike protein of SARS coronavirus by protease factor Xa is associatedwith viral infectivity.	2007 Jul 20	United States	10.1016/j.bbrc.2007.05.092
17532082	Up-regulation of IL-6 and TNF-alpha induced by SARS-coronavirus spike protein inmurine macrophages via NF-kappaB pathway.	2007 Sep	Netherlands	10.1016/j.virusres.2007.02.007
17532081	Immune response induced by spike protein from transmissible gastroenteritiscoronavirus expressed in mouse mammary cells.	2007 Sep	Netherlands	10.1016/j.virusres.2007.04.004
17532020	The nonstructural protein 8 (nsp8) of the SARS coronavirus interacts with itsORF6 accessory protein.	2007 Sep 30	United States	10.1016/j.virol.2007.04.029
17530462	Coronavirus envelope protein: a small membrane protein with multiple functions.	2007 Aug	Switzerland	10.1007/s00018-007-7103-1
17526201	[Severe acute respiratory syndrome].	2007	Russia (Federation)	
17524366	Trafficking motifs in the SARS-coronavirus nucleocapsid protein.	2007 Jul 13	United States	10.1016/j.bbrc.2007.05.036
