TIME;CUSTOMER;OPERATION;EXTRA1;EXTRA2
12:10:58;404;CHECKOUT
12:10:59;830;ADD;9;8
12:11:05;882;DROP;4;1
12:11:06;968;ADD;36;5
12:11:07;335;ADD;53;4
12:11:08;427;ADD;41;8
12:11:08;651;CHECKOUT
12:11:09;862;DROP;8;5
12:11:12;857;CHECKOUT
12:11:16;726;ADD;58;7
12:11:24;271;ADD;55;1
12:11:25;472;DROP;30;3
12:11:28;716;ADD;16;2
12:11:36;846;ADD;39;7
12:11:39;584;ADD;46;4
12:11:42;30;ADD;43;9
12:11:42;938;ADD;37;3
12:11:45;30;ADD;43;8
12:11:45;894;ADD;31;2
12:11:52;106;ADD;34;8
12:11:58;826;ADD;31;8
12:12:00;111;ADD;59;4
12:12:01;522;ADD;31;6
12:12:02;271;ADD;55;1
12:12:02;722;DROP;8;2
12:12:14;918;ADD;48;9
12:12:17;866;CHECKOUT
12:12:23;301;DROP;18;2
12:12:27;684;ADD;27;3
12:12:32;311;CHECKOUT
12:12:33;855;CHECKOUT
12:12:36;764;ADD;43;7
12:12:51;778;ADD;57;5
12:12:52;377;ADD;3;8
12:13:34;558;ADD;23;4
12:13:43;592;ADD;25;6
12:13:46;473;ADD;34;3
12:13:52;897;ADD;36;6
12:14:02;362;ADD;19;2
12:14:03;639;ADD;38;6
12:14:12;522;DROP;31;2
12:14:23;294;CHECKOUT
12:14:23;361;CHECKOUT
12:14:27;260;CHECKOUT
12:14:27;631;CHECKOUT
12:14:28;785;CHECKOUT
12:14:30;870;ADD;36;4
12:14:31;957;ADD;24;5
12:14:46;666;ADD;50;7
12:14:48;271;CHECKOUT
12:14:57;957;ADD;24;6
12:14:58;64;ADD;4;9
12:15:01;952;DROP;28;7
12:15:03;665;ADD;13;5
12:15:10;584;CHECKOUT
12:15:18;373;CHECKOUT
12:15:34;824;CHECKOUT
12:15:43;653;CHECKOUT
12:15:49;913;ADD;51;8
12:16:08;602;ADD;59;7
12:16:12;223;DROP;24;4
12:16:23;351;ADD;54;4
12:16:47;110;ADD;54;8
12:16:58;512;ADD;38;2
12:17:12;604;DROP;44;4
12:17:14;112;CHECKOUT
12:17:17;282;ADD;43;6
12:17:19;30;ADD;16;2
12:17:21;282;ADD;43;5
12:17:22;390;ADD;56;3
12:17:32;761;ADD;30;2
12:17:37;470;ADD;30;8
12:17:39;282;ADD;3;4
12:17:47;282;ADD;3;7
12:17:49;282;ADD;26;7
12:17:51;392;ADD;12;6
12:17:54;199;ADD;29;3
12:17:54;282;CHECKOUT
12:17:54;351;DROP;54;4
12:18:04;30;DROP;16;2
12:18:14;83;ADD;18;2
12:18:19;602;DROP;59;2
12:18:24;770;ADD;54;5
12:18:26;913;ADD;14;1
12:18:27;624;ADD;53;6
12:18:30;30;ADD;16;7
12:18:42;674;DROP;42;2
12:18:44;636;DROP;25;1
12:18:47;595;ADD;21;5
12:19:08;652;ADD;6;4
12:19:12;846;ADD;39;4
12:19:13;30;CHECKOUT
12:19:18;897;DROP;36;5
12:19:19;760;ADD;23;7
12:19:32;725;CHECKOUT
12:19:34;351;ADD;54;3
12:19:35;810;ADD;41;5
12:19:45;335;CHECKOUT
12:19:46;739;ADD;11;8
12:20:00;884;ADD;3;9
12:20:22;898;DROP;19;3
12:20:23;491;ADD;27;9
12:20:27;525;CHECKOUT
12:20:34;858;ADD;44;2
12:20:47;911;ADD;47;4
12:21:01;480;ADD;54;9
12:21:04;684;DROP;27;1
12:21:10;524;ADD;37;7
12:21:20;568;DROP;3;1
12:21:26;92;ADD;37;5
12:21:27;766;CHECKOUT
12:21:40;199;ADD;24;9
12:21:44;884;ADD;22;3
12:21:48;793;ADD;37;9
12:21:52;722;ADD;8;6
12:21:56;481;ADD;52;4
12:21:58;175;ADD;55;4
12:22:04;512;CHECKOUT
12:22:06;110;DROP;54;1
12:22:07;709;DROP;48;1
12:22:08;84;ADD;25;7
12:22:12;475;ADD;17;8
12:22:17;48;ADD;51;4
12:22:32;681;DROP;38;2
12:22:34;572;ADD;5;8
12:22:43;883;DROP;22;1
12:22:51;480;DROP;54;5
12:22:52;897;ADD;40;5
12:22:57;536;DROP;9;2
12:22:58;469;CHECKOUT
12:23:01;733;ADD;33;2
12:23:09;48;DROP;51;3
12:23:16;391;ADD;42;6
12:23:42;654;ADD;9;5
12:23:46;197;ADD;11;9
12:23:47;957;ADD;50;6
12:23:49;914;CHECKOUT
12:23:56;416;CHECKOUT
12:23:59;473;CHECKOUT
12:24:03;169;ADD;20;8
12:24:20;369;ADD;12;8
12:24:24;656;ADD;56;3
12:24:25;773;ADD;39;1
12:24:26;873;ADD;30;7
12:24:29;693;DROP;34;7
12:24:39;124;CHECKOUT
12:24:48;4;CHECKOUT
12:24:52;75;ADD;52;2
12:24:53;692;ADD;38;5
12:24:55;592;ADD;35;7
12:25:02;558;CHECKOUT
12:25:04;441;ADD;9;4
12:25:16;170;CHECKOUT
12:25:17;92;ADD;41;5
12:25:18;192;ADD;49;1
12:25:27;707;CHECKOUT
12:25:31;94;ADD;46;9
12:25:34;391;DROP;42;3
12:25:44;166;DROP;57;1
12:25:48;840;ADD;35;7
12:26:06;472;ADD;14;3
12:26:07;192;ADD;18;3
12:26:09;859;ADD;23;4
12:26:17;28;CHECKOUT
12:26:17;325;CHECKOUT
12:26:18;918;ADD;12;7
12:26:21;883;ADD;22;9
12:26:24;595;ADD;21;5
12:26:37;913;ADD;14;4
12:26:41;166;ADD;57;6
12:26:43;943;ADD;51;9
12:26:52;115;ADD;53;9
12:26:55;823;ADD;40;4
12:27:08;897;DROP;40;3
12:27:11;944;ADD;12;4
12:27:22;859;ADD;23;5
12:27:25;441;CHECKOUT
12:27:27;226;ADD;33;8
12:27:33;92;ADD;41;1
12:27:47;724;ADD;31;3
12:27:47;965;ADD;50;4
12:27:53;281;ADD;22;3
12:27:57;658;CHECKOUT
12:27:58;351;ADD;15;4
12:28:01;846;CHECKOUT
12:28:02;390;ADD;56;5
12:28:03;92;ADD;22;4
12:28:09;635;DROP;27;5
12:28:21;772;ADD;1;6
12:28:34;346;ADD;2;2
12:28:40;84;DROP;25;3
12:28:53;523;CHECKOUT
12:29:02;107;ADD;54;8
12:29:02;897;ADD;53;8
12:29:07;390;CHECKOUT
12:29:10;574;ADD;1;4
12:29:13;391;ADD;9;8
12:29:13;831;CHECKOUT
12:29:14;572;DROP;5;5
12:29:15;563;ADD;41;8
12:29:17;399;ADD;42;3
12:29:18;192;DROP;18;2
12:29:26;808;ADD;45;6
12:29:28;612;ADD;47;8
12:29:40;764;CHECKOUT
12:29:40;814;ADD;53;6
12:29:49;166;CHECKOUT
12:30:01;192;ADD;17;8
12:30:03;29;ADD;56;4
12:30:03;47;ADD;14;4
12:30:09;266;CHECKOUT
12:30:13;472;ADD;14;5
12:30:15;215;CHECKOUT
12:30:16;814;DROP;53;2
12:30:17;75;CHECKOUT
12:30:21;834;ADD;6;3
12:30:22;190;CHECKOUT
12:30:22;772;DROP;1;1
12:30:23;522;CHECKOUT
12:30:25;814;ADD;53;4
12:30:26;92;DROP;22;1
12:30:38;632;ADD;51;4
12:30:38;814;ADD;20;4
12:30:41;92;ADD;22;9
12:30:47;92;CHECKOUT
12:30:49;897;ADD;53;7
12:30:57;249;ADD;47;2
12:31:05;596;ADD;0;2
12:31:07;209;ADD;42;2
12:31:10;592;ADD;35;4
12:31:21;833;ADD;32;4
12:31:22;897;CHECKOUT
12:31:26;661;ADD;22;5
12:31:27;873;ADD;28;8
12:31:31;814;DROP;20;4
12:31:38;192;DROP;17;4
12:31:38;386;ADD;28;1
12:31:38;739;DROP;11;8
12:31:45;771;DROP;20;3
12:31:50;726;DROP;58;4
12:32:16;281;ADD;22;8
12:32:20;148;ADD;8;6
12:32:27;884;DROP;22;2
12:32:33;503;DROP;51;3
12:32:40;481;DROP;52;3
12:32:48;873;DROP;28;7
12:32:50;814;ADD;20;8
12:32:50;859;CHECKOUT
12:32:58;592;CHECKOUT
12:33:06;356;ADD;1;6
12:33:10;320;CHECKOUT
12:33:22;82;ADD;35;7
12:33:30;197;ADD;24;7
12:33:36;746;ADD;5;9
12:33:40;503;ADD;51;9
12:33:43;343;ADD;55;7
12:33:48;524;DROP;37;6
12:33:49;670;ADD;29;3
12:33:50;814;CHECKOUT
12:33:51;972;ADD;9;2
12:33:59;80;DROP;0;2
12:34:07;209;ADD;42;7
12:34:14;281;ADD;45;8
12:34:14;391;DROP;9;2
12:34:14;531;ADD;42;1
12:34:22;154;ADD;20;8
12:34:25;531;CHECKOUT
12:34:26;711;CHECKOUT
12:34:26;907;ADD;19;3
12:34:28;141;ADD;32;1
12:34:29;59;CHECKOUT
12:34:31;229;DROP;36;5
12:34:34;192;ADD;17;3
12:34:34;482;DROP;31;1
12:34:51;841;DROP;38;3
12:34:53;281;DROP;45;2
12:34:54;111;CHECKOUT
12:35:02;771;ADD;20;5
12:35:07;773;DROP;39;1
12:35:09;118;ADD;26;5
12:35:15;771;ADD;57;9
12:35:18;722;ADD;38;1
12:35:19;192;CHECKOUT
12:35:20;223;ADD;24;2
12:35:20;948;ADD;0;3
12:35:25;94;ADD;46;2
12:35:32;968;CHECKOUT
12:35:38;94;ADD;38;3
12:35:38;162;ADD;52;7
12:35:46;669;ADD;50;1
12:35:54;351;DROP;15;1
12:35:58;155;ADD;37;6
12:36:09;481;ADD;52;7
12:36:16;48;ADD;32;8
12:36:17;578;DROP;24;5
12:36:19;670;ADD;16;4
12:36:25;420;ADD;52;8
12:36:30;597;ADD;52;9
12:36:57;83;DROP;18;1
12:37:01;613;ADD;34;9
12:37:02;107;ADD;54;9
12:37:08;6;ADD;3;3
12:37:15;556;ADD;26;1
12:37:19;396;DROP;50;7
12:37:21;677;ADD;14;6
12:37:26;826;ADD;43;4
12:37:31;874;ADD;41;7
12:37:32;840;CHECKOUT
12:37:55;169;DROP;20;2
12:37:57;714;ADD;0;2
12:38:10;578;ADD;24;2
12:38:12;107;ADD;37;8
12:38:17;49;CHECKOUT
12:38:18;255;ADD;49;6
12:38:22;155;DROP;37;1
12:38:26;907;DROP;19;2
12:38:34;900;ADD;29;7
12:38:39;867;ADD;24;6
12:38:50;883;CHECKOUT
12:39:01;76;CHECKOUT
12:39:25;83;ADD;45;2
12:39:25;913;ADD;30;2
12:39:28;394;ADD;1;4
12:39:33;972;CHECKOUT
12:39:41;536;ADD;9;5
12:39:49;487;ADD;52;8
12:39:53;865;DROP;43;2
12:39:56;998;CHECKOUT
12:40:00;147;ADD;37;2
12:40:02;197;DROP;24;3
12:40:10;684;CHECKOUT
12:40:28;204;ADD;2;3
12:40:46;277;ADD;27;6
12:40:51;106;ADD;42;4
12:40:59;677;CHECKOUT
12:41:01;137;ADD;58;4
12:41:06;48;ADD;18;9
12:41:09;770;DROP;54;5
12:41:12;6;ADD;49;2
12:41:12;807;ADD;14;8
12:41:15;472;ADD;58;1
12:41:16;597;ADD;52;9
12:41:42;406;ADD;12;8
12:41:43;446;ADD;14;3
12:41:43;907;ADD;19;2
12:42:02;790;ADD;44;8
12:42:03;918;ADD;11;7
12:42:07;55;CHECKOUT
12:42:08;801;ADD;21;5
12:42:15;756;ADD;39;9
12:42:16;779;ADD;29;1
12:42:30;566;ADD;23;5
12:42:35;771;DROP;57;6
12:42:58;309;DROP;9;8
12:43:03;276;DROP;5;2
12:43:14;957;DROP;50;5
12:43:17;174;ADD;30;3
12:43:19;934;DROP;46;5
12:43:30;602;ADD;59;5
12:43:34;385;ADD;6;2
12:43:36;107;ADD;34;3
12:43:36;281;ADD;45;3
12:43:53;134;ADD;28;5
12:43:55;900;CHECKOUT
12:44:08;281;ADD;58;7
12:44:13;751;ADD;22;4
12:44:18;174;DROP;30;1
12:44:19;680;ADD;39;9
12:44:19;693;ADD;25;1
12:44:22;176;CHECKOUT
12:44:22;513;ADD;1;3
12:44:33;283;ADD;12;2
12:44:35;355;ADD;17;9
12:44:35;907;ADD;32;7
12:44:38;420;DROP;52;3
12:44:40;281;DROP;58;1
12:44:45;760;CHECKOUT
12:44:48;720;ADD;5;5
12:44:49;828;ADD;4;3
12:45:15;48;DROP;18;9
12:45:16;916;ADD;39;3
12:45:17;343;DROP;55;2
12:45:35;884;CHECKOUT
12:45:39;870;CHECKOUT
12:45:56;557;ADD;13;8
12:46:03;913;ADD;30;1
12:46:12;277;DROP;27;4
12:46:13;276;ADD;5;5
12:46:33;610;CHECKOUT
12:46:40;801;DROP;21;3
12:46:47;911;DROP;47;2
12:46:52;916;DROP;39;3
12:46:53;281;ADD;58;2
12:46:56;107;DROP;34;2
12:47:01;321;ADD;40;7
12:47:05;420;ADD;52;8
12:47:08;521;ADD;45;9
12:47:15;604;ADD;44;6
12:47:26;475;ADD;39;6
12:47:29;34;CHECKOUT
12:47:33;137;DROP;58;3
12:47:33;773;ADD;39;8
12:47:36;938;CHECKOUT
12:47:39;281;CHECKOUT
12:47:41;174;ADD;30;6
12:47:46;277;ADD;56;6
12:47:50;343;ADD;24;5
12:48:01;841;ADD;38;8
12:48:01;863;ADD;12;3
12:48:05;916;ADD;39;6
12:48:07;383;DROP;22;1
12:48:12;719;CHECKOUT
12:48:15;916;ADD;34;6
12:48:16;911;ADD;0;3
12:48:17;984;CHECKOUT
12:48:28;826;DROP;43;2
12:48:42;754;ADD;16;3
12:48:54;907;ADD;12;7
12:49:15;156;ADD;15;8
12:49:15;944;ADD;12;5
12:49:20;716;ADD;36;7
12:49:25;514;DROP;37;1
12:49:28;953;ADD;18;6
12:49:37;907;DROP;12;1
12:49:38;197;CHECKOUT
12:49:39;841;CHECKOUT
12:49:59;772;ADD;1;8
12:50:00;277;ADD;56;8
12:50:29;572;ADD;5;1
12:50:31;64;ADD;4;3
12:50:44;355;DROP;17;4
12:50:45;556;DROP;26;1
12:50:51;115;DROP;53;6
12:50:51;903;ADD;41;7
12:50:59;357;ADD;43;7
12:50:59;613;CHECKOUT
12:51:13;321;ADD;43;5
12:51:20;340;ADD;45;5
12:51:34;583;ADD;35;4
12:51:40;455;ADD;55;6
12:51:46;142;ADD;36;5
12:51:46;411;ADD;46;8
12:51:53;411;ADD;47;3
12:51:56;524;ADD;31;8
12:52:13;495;CHECKOUT
12:52:16;407;ADD;54;8
12:52:16;779;DROP;29;1
12:52:17;5;ADD;8;5
12:52:17;151;ADD;15;6
12:52:18;833;ADD;1;5
12:52:19;635;ADD;27;3
12:52:21;832;ADD;44;4
12:52:31;556;ADD;26;8
12:52:38;899;CHECKOUT
12:52:48;276;CHECKOUT
12:52:54;722;ADD;38;6
12:52:56;317;ADD;25;8
12:53:14;283;DROP;12;1
12:53:15;907;CHECKOUT
12:53:22;348;ADD;51;3
12:53:26;277;ADD;24;4
12:53:30;80;CHECKOUT
12:53:30;912;ADD;16;7
12:53:37;807;ADD;14;3
12:53:39;83;DROP;45;1
12:53:39;277;DROP;24;1
12:53:40;911;DROP;0;3
12:53:54;277;ADD;24;6
12:54:05;595;ADD;2;2
12:54:15;510;ADD;1;5
12:54:16;204;DROP;2;1
12:54:21;695;CHECKOUT
12:54:27;411;ADD;21;5
12:54:30;465;ADD;12;9
12:54:41;636;ADD;7;7
12:54:43;98;CHECKOUT
12:55:02;107;ADD;34;8
12:55:17;825;ADD;21;1
12:55:18;48;ADD;18;8
12:55:24;491;DROP;27;6
12:55:35;836;ADD;19;4
12:55:48;825;ADD;21;7
12:55:50;411;ADD;21;3
12:56:00;936;ADD;45;5
12:56:02;107;CHECKOUT
12:56:02;797;ADD;32;5
12:56:05;670;DROP;16;1
12:56:14;163;ADD;40;3
12:56:18;343;CHECKOUT
12:56:24;385;ADD;6;3
12:56:29;297;CHECKOUT
12:56:49;68;CHECKOUT
12:56:50;800;ADD;43;1
12:56:54;71;CHECKOUT
12:57:01;991;ADD;12;2
12:57:11;411;CHECKOUT
12:57:12;321;DROP;43;2
12:57:17;233;ADD;40;9
12:57:28;277;CHECKOUT
12:57:31;602;CHECKOUT
12:57:36;724;ADD;44;4
12:57:46;151;DROP;15;2
12:57:54;456;ADD;50;4
12:57:54;521;CHECKOUT
12:57:56;978;ADD;22;2
12:57:58;716;DROP;36;6
12:58:06;793;ADD;37;5
12:58:07;825;ADD;19;6
12:58:15;517;CHECKOUT
12:58:25;911;ADD;0;8
12:58:40;559;ADD;31;1
12:58:44;723;ADD;20;5
12:58:48;885;ADD;58;3
12:58:54;825;ADD;59;2
12:58:59;236;ADD;10;8
12:59:01;916;CHECKOUT
12:59:09;559;DROP;31;1
12:59:09;598;ADD;10;4
12:59:11;26;ADD;58;6
12:59:20;911;ADD;57;6
12:59:25;690;ADD;9;7
12:59:28;807;CHECKOUT
12:59:31;283;ADD;12;6
12:59:37;991;DROP;12;2
12:59:40;368;ADD;14;6
12:59:40;524;DROP;31;6
12:59:41;148;ADD;8;8
12:59:48;829;ADD;51;1
12:59:49;722;CHECKOUT
12:59:56;468;ADD;40;7
12:59:58;293;CHECKOUT
13:00:01;929;CHECKOUT
13:00:07;583;DROP;35;2
13:00:10;143;ADD;3;4
13:00:10;473;ADD;51;2
13:00:19;825;ADD;59;8
13:00:32;155;CHECKOUT
13:00:39;653;ADD;22;2
13:00:48;801;CHECKOUT
13:00:50;300;ADD;3;2
13:01:00;82;ADD;35;1
13:01:08;778;DROP;57;3
13:01:23;368;ADD;54;7
13:01:24;385;CHECKOUT
13:01:32;986;ADD;55;8
13:01:42;229;ADD;46;3
13:01:54;616;ADD;44;1
13:02:01;724;CHECKOUT
13:02:02;616;DROP;44;1
13:02:09;5;DROP;8;4
13:02:14;773;ADD;2;5
13:02:17;510;ADD;34;6
13:02:18;784;ADD;9;5
13:02:19;811;ADD;48;6
13:02:24;174;ADD;48;4
13:02:31;211;ADD;47;6
13:02:34;26;DROP;58;4
13:02:43;777;DROP;42;3
13:02:53;825;CHECKOUT
13:02:58;862;ADD;21;7
13:03:02;83;CHECKOUT
13:03:08;616;ADD;44;2
13:03:11;443;ADD;36;5
13:03:16;272;ADD;50;9
13:03:16;391;ADD;50;5
13:03:18;94;ADD;29;8
13:03:23;833;CHECKOUT
13:03:34;250;ADD;22;9
13:03:52;427;CHECKOUT
13:03:52;873;ADD;51;7
13:03:56;496;ADD;16;3
13:04:04;616;CHECKOUT
13:04:05;913;CHECKOUT
13:04:10;357;CHECKOUT
13:04:14;865;ADD;43;6
13:04:15;417;ADD;37;7
13:04:26;300;DROP;3;1
13:04:28;146;DROP;0;6
13:04:47;578;ADD;26;3
13:04:56;674;CHECKOUT
13:05:10;92;ADD;35;6
13:05:20;301;ADD;0;1
13:05:22;175;DROP;55;2
13:05:31;834;CHECKOUT
13:05:34;52;ADD;40;7
13:05:39;649;ADD;40;7
13:05:52;144;ADD;5;1
13:05:55;926;ADD;3;6
13:06:00;7;CHECKOUT
13:06:06;396;ADD;50;5
13:06:18;498;ADD;7;4
13:06:29;240;ADD;20;8
13:06:36;250;ADD;15;4
13:06:40;682;ADD;30;1
13:06:42;636;CHECKOUT
13:06:44;716;CHECKOUT
13:06:48;885;DROP;58;2
13:06:49;321;ADD;41;3
13:06:53;498;DROP;7;2
13:06:58;381;ADD;38;8
13:06:58;811;DROP;48;3
13:07:01;657;ADD;53;3
13:07:16;52;ADD;36;3
13:07:24;283;ADD;22;4
13:07:26;310;ADD;22;7
13:07:29;498;ADD;7;1
13:07:29;957;ADD;41;7
13:07:38;771;ADD;57;3
13:08:00;209;ADD;19;8
13:08:00;350;CHECKOUT
13:08:02;223;ADD;10;9
13:08:05;199;DROP;24;2
13:08:07;48;CHECKOUT
13:08:11;5;ADD;15;7
13:08:14;784;CHECKOUT
13:08:18;365;ADD;28;6
13:08:18;714;DROP;0;1
13:08:19;718;ADD;58;2
13:08:25;52;DROP;36;1
13:08:49;503;CHECKOUT
13:09:01;781;ADD;25;4
13:09:04;957;DROP;41;4
13:09:09;300;CHECKOUT
13:09:13;222;ADD;6;4
13:09:19;52;ADD;36;8
13:09:20;330;ADD;9;8
13:09:21;751;ADD;22;6
13:09:24;853;DROP;54;3
13:09:26;873;DROP;51;3
13:09:28;194;CHECKOUT
13:09:32;351;ADD;4;5
13:09:34;407;ADD;54;8
13:09:36;27;ADD;40;8
13:09:41;632;ADD;51;3
13:09:42;199;CHECKOUT
13:09:46;442;ADD;9;9
13:09:56;988;ADD;3;1
13:09:57;618;ADD;30;1
13:10:04;745;ADD;27;5
13:10:05;421;ADD;58;8
13:10:05;958;ADD;57;4
13:10:06;5;DROP;15;6
13:10:20;556;ADD;45;8
13:10:35;789;ADD;2;6
13:10:51;391;CHECKOUT
13:10:52;829;DROP;51;1
13:10:57;52;ADD;30;8
13:10:57;321;DROP;41;2
13:11:14;183;ADD;24;2
13:11:24;298;ADD;21;6
13:11:32;106;ADD;42;3
13:11:34;788;ADD;33;6
13:11:35;82;ADD;19;8
13:11:37;5;CHECKOUT
13:11:37;657;ADD;5;5
13:11:49;948;ADD;9;6
13:11:51;458;ADD;44;8
13:11:51;652;ADD;6;1
13:12:00;903;CHECKOUT
13:12:03;358;ADD;35;2
13:12:18;693;DROP;25;1
13:12:19;229;DROP;46;1
13:12:25;840;ADD;34;5
13:12:28;399;DROP;42;1
13:12:36;223;ADD;10;4
13:12:43;344;ADD;28;8
13:12:46;233;DROP;40;1
13:12:56;345;ADD;16;6
13:13:01;144;CHECKOUT
13:13:12;200;ADD;29;7
13:13:29;792;ADD;58;8
13:13:30;209;DROP;19;7
13:13:33;657;DROP;5;2
13:13:34;508;ADD;47;8
13:13:36;183;ADD;24;8
13:13:45;558;ADD;30;7
13:13:47;563;ADD;30;7
13:13:47;632;ADD;1;7
13:13:47;867;ADD;51;2
13:14:18;70;ADD;46;2
13:14:27;751;ADD;19;5
13:14:32;977;ADD;57;9
13:14:41;167;DROP;22;3
13:14:42;283;ADD;29;3
13:14:42;971;CHECKOUT
13:14:45;223;ADD;39;1
13:14:47;911;DROP;57;6
13:14:49;283;ADD;29;5
13:15:12;739;ADD;11;6
13:15:23;918;ADD;11;8
13:15:28;211;DROP;47;6
13:15:36;524;ADD;22;9
13:15:42;498;ADD;31;4
13:15:44;572;CHECKOUT
13:15:46;576;DROP;19;1
13:15:49;953;DROP;18;2
13:16:09;450;ADD;34;7
13:16:19;162;ADD;52;9
13:16:26;358;DROP;35;1
13:16:35;889;ADD;41;7
13:16:38;970;ADD;34;8
13:16:56;773;ADD;18;5
13:17:01;788;ADD;33;1
13:17:02;174;DROP;48;3
13:17:02;657;ADD;52;3
13:17:05;368;ADD;54;2
13:17:09;233;ADD;40;1
13:17:11;887;CHECKOUT
13:17:12;826;ADD;43;5
13:17:16;6;DROP;49;1
13:17:27;450;ADD;34;2
13:17:33;151;CHECKOUT
13:17:37;827;CHECKOUT
13:17:45;15;ADD;42;8
13:17:45;597;CHECKOUT
13:17:47;958;ADD;53;4
13:17:55;910;ADD;35;2
13:18:02;377;DROP;3;8
13:18:02;380;ADD;21;9
13:18:02;912;DROP;16;3
13:18:07;475;CHECKOUT
13:18:09;392;DROP;12;6
13:18:17;886;ADD;20;8
13:18:18;52;ADD;30;7
13:18:30;132;CHECKOUT
13:18:43;793;ADD;46;1
13:18:45;211;ADD;47;1
13:18:49;240;ADD;20;9
13:18:51;332;ADD;27;3
13:18:54;700;CHECKOUT
13:18:59;255;DROP;49;2
13:19:19;240;ADD;4;9
13:19:20;118;DROP;26;1
13:19:23;179;ADD;24;5
13:19:30;506;ADD;19;6
13:19:34;595;DROP;2;1
13:19:40;407;ADD;8;9
13:19:48;657;DROP;52;1
13:19:49;147;ADD;55;6
13:19:51;434;ADD;8;7
13:19:58;533;ADD;10;2
13:19:59;345;ADD;16;3
13:19:59;793;ADD;46;9
13:20:01;356;DROP;1;6
13:20:05;52;CHECKOUT
13:20:07;50;CHECKOUT
13:20:11;174;ADD;48;7
13:20:11;856;DROP;9;4
13:20:20;771;CHECKOUT
13:20:22;704;ADD;31;4
13:20:33;394;DROP;1;2
13:20:50;89;ADD;39;9
13:20:50;250;DROP;15;1
13:21:09;74;ADD;40;7
13:21:14;690;ADD;9;1
13:21:21;661;DROP;22;2
13:21:27;358;ADD;35;2
13:21:28;106;CHECKOUT
13:21:28;882;ADD;4;7
13:21:39;252;ADD;14;3
13:21:42;380;DROP;21;1
13:21:45;604;CHECKOUT
13:21:46;329;DROP;10;5
13:21:50;362;CHECKOUT
13:21:52;89;DROP;39;7
13:21:55;174;ADD;22;7
13:21:58;233;CHECKOUT
13:22:00;174;DROP;22;2
13:22:00;247;ADD;36;2
13:22:15;345;ADD;53;6
13:22:30;456;ADD;50;6
13:22:32;109;ADD;41;8
13:22:35;773;DROP;18;3
13:22:37;24;ADD;13;3
13:22:39;820;ADD;1;9
13:22:52;394;ADD;1;7
13:22:55;491;ADD;27;6
13:23:00;255;ADD;18;2
13:23:16;498;ADD;31;3
13:23:21;211;ADD;46;7
13:23:22;147;ADD;55;1
13:23:23;956;ADD;46;9
13:23:24;211;DROP;46;4
13:23:25;654;DROP;9;1
13:23:33;958;DROP;53;3
13:23:33;1000;ADD;19;6
13:23:34;174;CHECKOUT
13:23:41;923;ADD;58;9
13:23:56;797;CHECKOUT
13:23:57;492;ADD;27;7
13:24:05;780;ADD;46;3
13:24:11;420;ADD;56;3
13:24:14;511;ADD;23;9
13:24:23;231;ADD;6;4
13:24:30;869;ADD;10;9
13:24:41;672;ADD;4;5
13:24:42;41;ADD;35;2
13:24:43;161;ADD;16;8
13:24:46;206;ADD;56;1
13:24:46;250;CHECKOUT
13:25:11;869;DROP;10;6
13:25:17;737;ADD;57;3
13:25:23;670;CHECKOUT
13:25:25;149;ADD;11;3
13:25:30;595;CHECKOUT
13:25:39;92;DROP;35;4
13:25:45;450;ADD;9;9
13:25:54;380;CHECKOUT
13:26:01;598;ADD;16;8
13:26:05;566;ADD;23;4
13:26:07;420;DROP;56;2
13:26:09;204;ADD;2;3
13:26:14;161;DROP;16;1
13:26:33;513;ADD;1;2
13:26:39;285;ADD;29;6
13:26:47;15;CHECKOUT
13:26:49;33;ADD;36;1
13:26:54;880;ADD;33;7
13:26:56;635;ADD;54;6
13:26:57;837;CHECKOUT
13:27:22;377;ADD;3;9
13:27:24;321;CHECKOUT
13:27:32;657;ADD;52;8
13:27:40;798;CHECKOUT
13:27:42;89;ADD;34;1
13:27:44;183;CHECKOUT
13:27:54;11;ADD;14;7
13:27:55;345;ADD;44;9
13:28:03;733;CHECKOUT
13:28:05;99;ADD;2;5
13:28:11;137;ADD;58;1
13:28:17;327;CHECKOUT
13:28:19;552;ADD;9;4
13:28:24;672;DROP;4;5
13:28:27;189;ADD;55;2
13:28:38;24;CHECKOUT
13:28:41;450;ADD;9;8
13:28:41;553;ADD;16;9
13:28:42;652;CHECKOUT
13:28:48;383;ADD;40;2
13:29:00;781;ADD;13;7
13:29:04;487;DROP;52;4
13:29:11;952;CHECKOUT
13:29:18;682;ADD;34;1
13:29:18;882;CHECKOUT
13:29:19;958;ADD;53;4
13:29:21;82;ADD;19;7
13:29:40;481;CHECKOUT
13:29:48;788;CHECKOUT
13:30:02;105;ADD;9;9
13:30:07;773;CHECKOUT
13:30:11;918;CHECKOUT
13:30:14;754;CHECKOUT
13:30:15;996;ADD;31;9
13:30:21;545;ADD;32;2
13:30:23;742;ADD;42;3
13:30:26;869;ADD;51;6
13:30:45;598;ADD;24;5
13:30:47;162;ADD;32;7
13:30:47;736;ADD;29;7
13:30:51;902;ADD;3;5
13:30:52;651;ADD;6;6
13:30:55;193;ADD;32;9
13:30:55;444;CHECKOUT
13:31:18;653;DROP;22;1
13:31:19;161;ADD;16;5
13:31:19;450;CHECKOUT
13:31:21;841;ADD;46;9
13:31:43;204;ADD;57;3
13:31:57;992;ADD;31;8
13:32:04;440;CHECKOUT
13:32:07;598;CHECKOUT
